EmployeeNumber,Attrition,Age,Gender,MaritalStatus,DistanceFromHome,Education,EducationField,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,Department,BusinessTravel,JobRole,JobLevel,OverTime,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,PercentSalaryHike,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,YearsAtCompany,YearsSinceLastPromotion,YearsInCurrentRole,YearsWithCurrManager,
1719,No,45,Female,Single,28,College,Technical Degree,1,21,2,Research & Development,Travel_Rarely,Research Director,4,No,16704,48,1005,17119,11,0,Medium,Very High,Better,Better,Medium,3,21,8,6,6,
1720,No,32,Male,Married,10,Bachelor,Life Sciences,6,10,3,Research & Development,Travel_Frequently,Research Scientist,1,No,3433,56,585,17360,13,1,High,Low,Good,Bad,High,3,5,1,2,3,
1721,No,31,Male,Married,2,Master,Life Sciences,1,6,2,Research & Development,Travel_Rarely,Laboratory Technician,1,No,3477,69,741,18103,14,1,High,Medium,Best,Best,High,3,5,0,2,3,
1722,No,41,Male,Married,4,Bachelor,Human Resources,6,10,4,Human Resources,Non-Travel,Human Resources,2,No,6430,60,552,20794,19,1,Medium,High,Better,Good,Low,3,3,1,2,2,
1724,No,40,Female,Married,8,College,Life Sciences,2,18,3,Research & Development,Travel_Rarely,Manufacturing Director,2,Yes,6516,92,369,5041,16,1,Low,Medium,Better,Good,High,3,1,0,0,0,
1725,No,24,Male,Divorced,29,Below College,Medical,1,6,2,Research & Development,Travel_Rarely,Laboratory Technician,1,No,3907,91,506,3622,13,3,Low,Medium,Best,Good,High,3,6,1,2,2,
1727,No,46,Male,Single,13,Master,Life Sciences,6,19,3,Research & Development,Travel_Rarely,Healthcare Representative,2,No,5562,34,717,9697,14,0,Medium,High,Better,Best,High,3,10,0,7,9,
1728,No,35,Male,Married,27,Master,Life Sciences,2,17,3,Research & Development,Travel_Rarely,Manufacturing Director,2,No,6883,49,1370,5151,16,1,High,Very High,Better,Good,High,3,7,0,7,7,
1729,No,30,Male,Married,16,Below College,Life Sciences,1,10,2,Research & Development,Travel_Rarely,Research Scientist,1,No,2862,33,793,3811,12,1,Very High,Medium,Good,Good,High,3,10,0,0,8,
1731,No,47,Male,Married,2,Master,Marketing,7,4,3,Sales,Non-Travel,Sales Executive,2,No,4978,87,543,3536,11,1,Medium,High,Bad,Best,High,3,1,0,0,0,
1732,No,46,Male,Divorced,2,Bachelor,Life Sciences,4,13,5,Sales,Travel_Rarely,Sales Executive,3,Yes,10368,74,1277,5596,12,1,Very High,High,Good,Good,High,3,10,0,6,3,
1733,Yes,36,Male,Divorced,13,Doctor,Marketing,5,16,3,Sales,Travel_Rarely,Sales Executive,2,Yes,6134,96,1456,8658,13,3,Low,Medium,Better,Good,Medium,3,2,2,2,2,
1734,Yes,32,Male,Single,1,College,Life Sciences,6,10,2,Sales,Travel_Rarely,Sales Executive,2,No,6735,34,964,12147,15,0,Medium,Low,Better,Good,Low,3,0,0,0,0,
1735,No,23,Female,Single,4,Below College,Medical,1,3,3,Research & Development,Travel_Rarely,Laboratory Technician,1,No,3295,51,160,12862,13,0,Medium,High,Bad,Better,High,3,3,1,2,2,
1736,No,31,Female,Single,24,Below College,Technical Degree,2,9,3,Research & Development,Travel_Frequently,Manufacturing Director,2,No,5238,30,163,6670,20,0,Very High,Very High,Good,Best,High,4,5,1,4,4,
1737,No,39,Male,Married,1,Bachelor,Life Sciences,1,9,2,Research & Development,Non-Travel,Laboratory Technician,2,Yes,6472,77,792,8989,15,1,Very High,Very High,Better,Best,High,3,9,5,8,8,
1739,No,32,Male,Married,19,Bachelor,Life Sciences,3,10,2,Sales,Travel_Rarely,Sales Executive,3,No,9610,80,371,3840,13,1,High,Very High,Bad,Better,Low,3,4,0,3,2,
1740,No,40,Male,Single,7,Master,Medical,1,21,3,Sales,Travel_Rarely,Manager,5,No,19833,88,611,4349,14,0,Medium,Medium,Good,Good,High,3,21,12,8,8,
1744,No,45,Female,Married,4,Bachelor,Life Sciences,4,9,2,Human Resources,Travel_Rarely,Human Resources,3,No,9756,56,176,6595,21,2,High,High,Best,Better,Low,4,5,0,0,3,
1745,No,30,Female,Single,2,Master,Technical Degree,0,10,2,Research & Development,Travel_Frequently,Research Scientist,1,No,4968,78,1312,26427,16,0,Low,Very High,Better,Best,Medium,3,9,0,7,7,
1746,No,24,Male,Married,10,Bachelor,Medical,0,3,2,Human Resources,Travel_Frequently,Human Resources,1,No,2145,59,897,2097,14,1,Very High,Low,Better,Best,High,3,2,2,2,1,
1747,Yes,30,Female,Divorced,8,Bachelor,Human Resources,6,6,0,Human Resources,Travel_Frequently,Human Resources,1,No,2180,66,600,9732,11,1,Very High,High,Good,Better,Medium,3,4,1,2,2,
1749,No,31,Male,Married,5,Bachelor,Technical Degree,1,6,3,Sales,Travel_Rarely,Sales Executive,2,No,8346,51,1003,20943,19,1,High,Low,Better,Better,High,3,5,0,2,2,
1751,No,27,Female,Single,8,Bachelor,Medical,1,6,5,Research & Development,Travel_Rarely,Research Scientist,1,No,3445,67,1054,6152,11,0,Very High,High,Good,Better,High,3,6,1,2,4,
1752,Yes,29,Female,Single,9,Bachelor,Marketing,1,2,3,Sales,Travel_Rarely,Sales Representative,1,No,2760,52,428,14630,13,0,Medium,Medium,Better,Better,Low,3,2,2,2,2,
1753,No,29,Male,Single,1,Bachelor,Life Sciences,8,10,5,Research & Development,Travel_Frequently,Healthcare Representative,2,Yes,6294,70,461,23060,12,0,High,Very High,Best,Best,Very High,3,3,0,2,2,
1754,No,30,Male,Divorced,15,College,Marketing,2,12,2,Sales,Travel_Rarely,Sales Executive,3,No,7140,94,979,3088,11,1,Low,High,Better,Bad,Medium,3,7,1,7,7,
1755,No,34,Male,Married,2,Master,Medical,0,6,3,Research & Development,Travel_Rarely,Research Scientist,1,Yes,2932,97,181,5586,14,3,Very High,Very High,Better,Bad,Very High,3,5,1,0,2,
1756,No,33,Female,Single,2,Bachelor,Marketing,8,13,2,Sales,Non-Travel,Sales Executive,2,No,5147,62,1283,10697,15,0,Medium,Very High,Good,Best,High,3,11,1,7,7,
1757,No,49,Female,Single,11,Master,Marketing,3,8,1,Sales,Travel_Rarely,Sales Executive,2,No,4507,80,1313,8191,12,0,Very High,Very High,Best,Better,High,3,5,0,1,4,
1758,Yes,33,Female,Single,16,Bachelor,Life Sciences,2,11,2,Sales,Travel_Rarely,Sales Executive,3,Yes,8564,74,211,10092,20,0,Low,Low,Good,Better,High,4,0,0,0,0,
1760,No,38,Female,Married,2,College,Medical,4,9,4,Research & Development,Travel_Frequently,Laboratory Technician,1,No,2468,75,594,15963,14,1,Medium,High,Good,Good,Medium,3,6,0,1,5,
1761,Yes,31,Male,Married,16,Master,Marketing,2,10,2,Sales,Travel_Rarely,Sales Executive,3,No,8161,70,1079,19002,13,3,High,Low,Better,Bad,High,3,1,0,0,0,
1762,No,29,Female,Divorced,4,Bachelor,Technical Degree,1,1,2,Research & Development,Travel_Rarely,Research Scientist,1,No,2109,91,590,10007,13,1,Low,Very High,Better,Better,Medium,3,1,0,0,0,
1763,No,30,Male,Married,16,Bachelor,Life Sciences,3,10,3,Research & Development,Travel_Rarely,Healthcare Representative,2,No,5294,58,305,9128,16,1,High,High,Better,Better,Very High,3,7,1,0,7,
1764,No,32,Male,Single,5,Master,Technical Degree,2,12,3,Research & Development,Non-Travel,Research Scientist,1,No,2718,65,953,17674,14,0,Medium,Medium,Better,Good,High,3,7,0,7,7,
1766,No,38,Male,Married,18,Bachelor,Medical,3,15,2,Research & Development,Travel_Rarely,Healthcare Representative,2,Yes,5811,60,833,24539,16,1,Very High,Medium,Better,Better,Low,3,1,1,0,0,
1767,Yes,43,Male,Married,17,Bachelor,Technical Degree,9,6,4,Research & Development,Travel_Frequently,Research Scientist,1,Yes,2437,38,807,15587,16,1,High,High,Better,Best,Medium,3,1,0,0,0,
1768,No,42,Male,Divorced,12,Bachelor,Medical,8,7,6,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2766,57,855,8952,22,3,Medium,Medium,Good,Good,High,4,5,0,3,4,
1770,No,55,Male,Married,2,Bachelor,Medical,8,34,2,Research & Development,Travel_Rarely,Research Director,5,No,19038,60,478,19805,12,3,Low,High,Better,Good,Medium,3,1,0,0,0,
1771,No,33,Male,Divorced,4,Bachelor,Technical Degree,5,11,2,Research & Development,Non-Travel,Research Scientist,2,No,3055,90,775,6194,15,2,Medium,Very High,Good,Best,High,3,9,1,8,7,
1772,No,41,Male,Divorced,9,Master,Life Sciences,1,5,2,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2289,94,548,20520,20,2,Low,High,Better,Good,High,4,5,0,3,4,
1774,No,34,Male,Divorced,10,Bachelor,Life Sciences,1,15,3,Sales,Non-Travel,Sales Executive,2,Yes,4001,87,1375,12313,14,1,High,Very High,Better,Better,High,3,15,0,14,7,
1775,No,53,Female,Married,1,Master,Medical,4,27,2,Research & Development,Non-Travel,Manufacturing Director,4,Yes,12965,60,661,22308,20,3,High,Low,Good,Best,Medium,4,3,0,2,2,
1778,No,43,Male,Single,2,Bachelor,Life Sciences,0,10,5,Human Resources,Travel_Rarely,Human Resources,1,No,3539,97,244,5033,13,0,Very High,Medium,Better,Good,High,3,9,1,7,8,
1779,No,34,Female,Single,3,College,Life Sciences,5,6,3,Sales,Travel_Rarely,Sales Executive,2,No,6029,32,511,25353,12,0,Very High,Very High,Better,Bad,Low,3,2,2,2,2,
1780,Yes,21,Male,Single,7,Below College,Marketing,1,1,3,Sales,Travel_Rarely,Sales Representative,1,No,2679,31,337,4567,13,0,Medium,Medium,Better,Good,High,3,1,1,0,0,
1782,No,38,Female,Married,6,College,Other,1,5,3,Research & Development,Travel_Rarely,Laboratory Technician,1,No,3702,40,1153,16376,11,1,High,Very High,Better,Good,Medium,3,5,0,4,4,
1783,Yes,22,Female,Married,8,Below College,Medical,1,1,6,Research & Development,Travel_Rarely,Laboratory Technician,1,Yes,2398,79,1294,15999,17,0,Low,High,Better,Better,High,3,1,0,0,0,
1784,No,31,Female,Married,29,Master,Marketing,1,13,3,Sales,Travel_Rarely,Sales Executive,2,No,5468,91,196,13402,14,2,Very High,Low,Better,Bad,Medium,3,12,5,7,7,
1786,No,51,Female,Married,3,Bachelor,Technical Degree,2,15,2,Research & Development,Travel_Rarely,Manager,3,No,13116,53,942,22984,11,0,High,Low,Better,Best,High,3,2,2,2,2,
1787,No,37,Male,Married,9,College,Marketing,1,5,2,Sales,Travel_Rarely,Sales Executive,2,No,4189,46,589,8800,14,2,Medium,Medium,Better,Bad,Medium,3,5,0,2,3,
1789,No,46,Male,Divorced,2,Master,Medical,7,24,3,Research & Development,Travel_Rarely,Research Director,5,Yes,19328,46,734,14218,17,1,Very High,High,Better,Better,High,3,2,2,1,2,
1790,No,36,Male,Married,10,Bachelor,Life Sciences,7,15,1,Research & Development,Travel_Rarely,Healthcare Representative,3,Yes,8321,90,1383,25949,13,1,Low,Very High,Better,Best,High,3,12,5,8,7,
1792,Yes,44,Male,Divorced,1,College,Medical,1,6,2,Research & Development,Travel_Frequently,Research Scientist,1,Yes,2342,99,429,11092,12,3,Medium,High,Good,Better,High,3,5,2,3,3,
1794,No,37,Male,Divorced,8,College,Other,2,19,4,Human Resources,Travel_Rarely,Human Resources,2,No,4071,89,1239,12832,13,0,Medium,High,Good,Better,High,3,10,4,0,7,
1797,Yes,35,Male,Single,27,Bachelor,Life Sciences,1,10,2,Sales,Travel_Rarely,Sales Executive,2,Yes,5813,84,303,13492,18,0,Very High,High,Better,Best,High,3,10,7,7,7,
1798,No,33,Male,Married,8,Master,Life Sciences,6,14,1,Research & Development,Travel_Rarely,Research Scientist,1,No,3143,90,867,6076,19,1,Low,Very High,Better,Good,Very High,3,10,7,8,6,
1799,No,28,Male,Married,1,Bachelor,Life Sciences,1,5,6,Research & Development,Travel_Rarely,Research Scientist,1,No,2044,82,1181,5531,11,1,Very High,High,Best,Better,High,3,5,0,3,3,
1800,No,39,Male,Single,10,Below College,Medical,7,9,3,Research & Development,Travel_Rarely,Research Director,3,No,13464,65,1253,7914,21,0,High,High,Better,Better,High,4,4,2,3,2,
1801,No,46,Male,Single,26,College,Life Sciences,8,6,3,Sales,Non-Travel,Sales Executive,2,No,7991,98,849,25166,15,0,Medium,Medium,Better,Better,Medium,3,2,2,2,2,
1802,No,40,Female,Married,2,College,Life Sciences,4,7,5,Research & Development,Travel_Rarely,Laboratory Technician,1,No,3377,99,616,25605,17,1,Low,High,Good,Best,High,3,4,0,3,2,
1803,No,42,Male,Married,13,Bachelor,Medical,5,10,2,Research & Development,Travel_Rarely,Healthcare Representative,2,No,5538,95,1128,5696,18,2,Low,Medium,Good,Better,Very High,3,0,0,0,0,
1804,No,35,Male,Divorced,2,College,Medical,2,15,6,Research & Development,Non-Travel,Manufacturing Director,2,No,5762,90,1180,24442,14,1,Very High,Medium,Better,Better,High,3,7,1,7,7,
1805,No,38,Male,Divorced,2,Bachelor,Human Resources,5,13,3,Human Resources,Non-Travel,Human Resources,1,No,2592,100,1336,7129,13,3,Medium,Low,Better,Best,High,3,11,3,10,8,
1807,Yes,34,Male,Married,9,Master,Life Sciences,4,11,3,Research & Development,Travel_Frequently,Laboratory Technician,2,No,5346,93,234,6208,17,1,Low,Very High,Good,Better,High,3,7,0,1,7,
1809,Yes,37,Male,Single,10,Master,Medical,1,10,4,Research & Development,Travel_Rarely,Manufacturing Director,2,No,4213,58,370,4992,15,0,Low,Very High,Bad,Good,High,3,10,0,3,8,
1812,No,39,Male,Divorced,20,Bachelor,Life Sciences,2,7,6,Sales,Travel_Frequently,Sales Executive,2,No,4127,83,766,19188,18,1,Very High,High,Better,Best,High,3,2,2,1,2,
1813,No,43,Male,Single,9,Bachelor,Life Sciences,4,7,2,Research & Development,Non-Travel,Research Scientist,1,No,2438,52,343,24978,13,0,High,Low,Good,Better,High,3,3,1,2,2,
1814,No,41,Male,Single,5,Bachelor,Life Sciences,3,11,3,Research & Development,Travel_Rarely,Healthcare Representative,2,No,6870,85,447,15530,12,0,Medium,Medium,Bad,Bad,Very High,3,3,1,2,2,
1815,No,41,Female,Divorced,4,Below College,Marketing,0,23,3,Sales,Travel_Rarely,Sales Executive,3,Yes,10447,81,796,26458,13,1,High,High,Best,Best,High,3,22,13,14,5,
1816,No,30,Female,Single,10,Bachelor,Medical,9,9,3,Research & Development,Travel_Rarely,Manufacturing Director,3,No,9667,64,1092,2739,14,0,High,Low,Better,Good,High,3,7,0,7,2,
1818,Yes,26,Female,Married,20,College,Medical,0,6,3,Human Resources,Travel_Rarely,Human Resources,1,Yes,2148,69,920,6889,11,0,Medium,Very High,Better,Better,High,3,5,1,1,4,
1821,Yes,46,Female,Married,21,College,Medical,4,13,2,Research & Development,Travel_Rarely,Healthcare Representative,2,No,8926,66,261,10842,22,1,Medium,Very High,Best,Best,High,4,9,3,7,7,
1822,No,40,Female,Divorced,1,Bachelor,Life Sciences,4,12,3,Research & Development,Travel_Rarely,Healthcare Representative,2,No,6513,52,1194,9060,17,1,Very High,High,Better,Best,High,3,5,0,3,3,
1823,No,34,Male,Married,8,College,Technical Degree,1,10,5,Sales,Travel_Rarely,Sales Executive,2,No,6799,92,810,22128,21,2,High,Medium,Better,Better,Very High,4,10,4,8,8,
1824,No,58,Male,Divorced,2,Bachelor,Medical,4,37,0,Sales,Non-Travel,Manager,4,No,16291,52,350,22577,22,1,Medium,Medium,Good,Best,High,4,16,14,9,14,
1826,No,35,Male,Married,23,Master,Medical,0,6,2,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2705,91,185,9696,16,1,High,Medium,Best,Good,Low,3,5,0,4,3,
1827,No,47,Female,Divorced,4,Bachelor,Life Sciences,8,28,4,Research & Development,Travel_Rarely,Manufacturing Director,3,Yes,10333,92,1001,19271,12,1,Medium,High,Better,Better,Medium,3,22,14,11,10,
1829,No,40,Female,Divorced,12,Bachelor,Life Sciences,2,15,3,Research & Development,Travel_Rarely,Healthcare Representative,2,No,4448,47,750,10748,12,1,Low,Medium,Better,Good,High,3,7,7,4,7,
1830,No,54,Female,Married,7,Master,Medical,4,14,2,Research & Development,Travel_Rarely,Research Scientist,2,No,6854,68,431,15696,15,1,Very High,Very High,Good,Good,High,3,7,1,1,7,
1833,No,31,Female,Married,7,Master,Marketing,2,9,3,Sales,Travel_Frequently,Sales Executive,3,No,9637,68,1125,8277,14,2,Low,Low,Better,Best,High,3,3,2,2,2,
1834,No,28,Female,Married,1,Bachelor,Medical,1,3,3,Research & Development,Travel_Rarely,Research Scientist,1,No,3591,67,1217,12719,25,1,Low,High,Better,Better,High,4,3,1,2,2,
1835,No,38,Female,Married,2,Master,Marketing,2,20,4,Sales,Travel_Rarely,Sales Representative,2,Yes,5405,77,723,4244,20,2,Very High,Medium,Good,Bad,Low,4,4,0,2,3,
1836,No,26,Male,Single,10,Bachelor,Medical,1,5,4,Sales,Travel_Rarely,Sales Executive,2,No,4684,46,572,9125,13,0,Very High,High,Better,Bad,High,3,5,1,3,2,
1837,No,58,Male,Married,15,Master,Life Sciences,2,23,3,Research & Development,Travel_Frequently,Research Director,4,Yes,15787,87,1216,21624,14,0,High,Low,Better,Good,High,3,2,2,2,2,
1839,No,18,Female,Single,14,Bachelor,Medical,1,0,4,Research & Development,Non-Travel,Research Scientist,1,No,1514,33,1431,8018,16,0,High,Medium,Bad,Better,High,3,0,0,0,0,
1842,Yes,31,Male,Married,18,Doctor,Human Resources,0,2,4,Human Resources,Travel_Rarely,Human Resources,1,No,2956,89,359,21495,17,0,Low,Very High,Better,Better,Very High,3,1,0,0,0,
1844,Yes,29,Male,Divorced,13,Bachelor,Human Resources,4,4,3,Human Resources,Travel_Rarely,Human Resources,1,Yes,2335,56,350,3157,15,3,Low,Low,Better,Best,Medium,3,2,2,2,0,
1845,No,45,Female,Married,2,Master,Life Sciences,4,10,3,Sales,Non-Travel,Sales Executive,2,No,5154,67,589,19665,22,2,High,High,Best,Good,High,4,8,5,7,7,
1847,No,36,Female,Married,2,Master,Other,4,15,2,Research & Development,Travel_Rarely,Research Scientist,2,Yes,6962,73,430,19573,22,1,Medium,Very High,Better,Best,High,4,1,0,0,0,
1849,No,43,Male,Married,2,Master,Life Sciences,1,7,5,Sales,Travel_Frequently,Sales Executive,2,No,5675,92,1422,19246,20,1,Very High,Low,Better,Better,High,4,7,7,7,7,
1850,No,27,Female,Single,5,College,Life Sciences,0,6,3,Research & Development,Travel_Frequently,Laboratory Technician,1,Yes,2379,53,1297,19826,14,0,Very High,Very High,Good,Better,High,3,5,0,4,2,
1852,No,29,Male,Married,20,Below College,Medical,1,11,3,Research & Development,Travel_Frequently,Laboratory Technician,1,No,3812,40,574,7003,13,0,Very High,Very High,Best,Good,High,3,11,3,8,10,
1853,No,32,Male,Single,10,Master,Marketing,8,4,2,Sales,Travel_Frequently,Sales Executive,2,No,4648,79,1318,26075,13,0,Very High,Very High,Best,Better,High,3,0,0,0,0,
1854,No,42,Male,Married,10,Master,Technical Degree,3,10,1,Research & Development,Non-Travel,Research Scientist,1,No,2936,38,355,6161,22,2,High,High,Good,Good,High,4,6,3,3,3,
1856,No,47,Female,Single,9,Master,Life Sciences,4,7,2,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2105,64,207,5411,12,0,High,Medium,Better,Better,High,3,2,2,2,0,
1857,No,46,Male,Divorced,2,College,Life Sciences,3,12,4,Research & Development,Travel_Rarely,Manufacturing Director,3,No,8578,82,706,19989,14,1,Very High,Very High,Good,Better,High,3,9,4,8,7,
1858,No,28,Male,Divorced,1,College,Life Sciences,1,3,2,Human Resources,Non-Travel,Human Resources,1,No,2706,43,280,10494,15,1,Very High,High,Better,Good,High,3,3,2,2,2,
1859,No,29,Male,Divorced,29,Below College,Life Sciences,8,11,3,Research & Development,Travel_Rarely,Healthcare Representative,2,No,6384,93,726,21143,17,2,High,Very High,Better,Best,Low,3,7,1,0,6,
1860,No,42,Male,Single,8,Bachelor,Life Sciences,4,8,3,Research & Development,Travel_Rarely,Laboratory Technician,1,No,3968,81,1142,13624,13,0,High,Very High,Better,Best,High,3,0,0,0,0,
1862,Yes,32,Male,Single,2,Master,Marketing,7,7,3,Sales,Travel_Rarely,Sales Executive,2,Yes,9907,82,414,26186,12,0,Medium,High,Good,Better,Medium,3,2,2,2,2,
1863,No,46,Female,Divorced,3,Bachelor,Technical Degree,2,25,5,Sales,Travel_Rarely,Sales Executive,4,No,13225,45,1319,7739,12,1,Low,Low,Better,Best,Very High,3,19,2,17,8,
1864,No,27,Female,Married,23,Below College,Medical,1,9,5,Sales,Travel_Rarely,Sales Representative,2,No,3540,36,728,7018,21,1,High,Medium,Better,Best,Medium,4,9,5,8,8,
1865,No,29,Male,Married,6,Below College,Medical,1,1,3,Human Resources,Travel_Rarely,Human Resources,1,No,2804,87,352,15434,11,0,Medium,Very High,Better,Best,Medium,3,1,0,0,0,
1866,No,43,Female,Married,6,Bachelor,Medical,7,21,2,Research & Development,Travel_Rarely,Manager,5,No,19392,81,823,22539,13,0,High,Low,Better,Best,Medium,3,16,6,12,14,
1867,No,48,Male,Married,10,Bachelor,Life Sciences,4,29,3,Research & Development,Travel_Rarely,Research Director,5,No,19665,91,1224,13583,12,0,Medium,Very High,Better,Best,Medium,3,22,12,10,9,
1868,Yes,29,Male,Single,24,College,Life Sciences,1,1,3,Research & Development,Travel_Frequently,Research Scientist,1,Yes,2439,73,459,14753,24,0,Very High,Very High,Good,Good,Medium,4,1,1,0,0,
1869,Yes,46,Female,Married,10,Bachelor,Life Sciences,5,14,2,Sales,Travel_Rarely,Sales Executive,3,No,7314,64,1254,14011,21,3,Medium,High,Better,Better,High,4,8,0,7,7,
1870,No,27,Female,Married,15,Bachelor,Life Sciences,0,8,2,Research & Development,Travel_Frequently,Research Scientist,1,No,4774,77,1131,23844,19,1,Low,Very High,Good,Best,Medium,3,7,7,6,3,
1871,No,39,Male,Divorced,19,Master,Other,8,7,2,Research & Development,Travel_Rarely,Research Scientist,2,No,3902,41,835,5141,14,3,Very High,Very High,Better,Good,High,3,2,2,2,2,
1873,No,55,Male,Married,2,Master,Technical Degree,8,19,2,Research & Development,Travel_Rarely,Research Scientist,1,No,2662,98,836,7975,20,1,Very High,Medium,Best,Good,Medium,4,5,0,2,4,
1875,No,28,Female,Married,3,Bachelor,Medical,1,1,3,Sales,Travel_Rarely,Sales Representative,1,No,2856,78,1172,3692,19,1,Medium,Medium,Better,Best,High,3,1,0,0,0,
1876,Yes,30,Male,Single,9,Bachelor,Medical,1,1,3,Sales,Travel_Rarely,Sales Representative,1,No,1081,89,945,16019,13,0,Very High,Medium,Good,Better,High,3,1,0,0,0,
1878,Yes,22,Male,Single,7,Below College,Life Sciences,1,1,2,Research & Development,Travel_Rarely,Research Scientist,1,Yes,2472,75,391,26092,23,0,Medium,Very High,Better,Bad,High,4,1,0,0,0,
1880,No,36,Female,Married,10,Master,Technical Degree,1,10,4,Sales,Travel_Rarely,Sales Executive,2,Yes,5673,63,1266,6060,13,1,High,Medium,Better,Bad,Medium,3,10,1,9,7,
1881,No,31,Male,Divorced,20,Bachelor,Life Sciences,1,10,2,Research & Development,Travel_Rarely,Laboratory Technician,2,No,4197,89,311,18624,11,1,High,Medium,Better,Bad,High,3,10,0,8,2,
